year,state_fips,state_abbr,state_name,estimated_population,crimes_total,violent_total,property_total,homicide,forcible_rape_legacy,forcible_rape_revised,robbery,aggravated_assault,burglary,larcent_theft,motor_vehicle_theft
1972,21,KY,Kentucky,3299000,73688,7446,66242,323,517,,2744,3862,21449,35495,9298
1973,21,KY,Kentucky,3342000,75705,7356,68349,323,545,,2843,3645,22716,38072,7561
1974,21,KY,Kentucky,3357000,92644,7857,84787,347,592,,3100,3818,27865,49240,7682
1975,21,KY,Kentucky,3396000,110858,8967,101891,345,523,,3504,4595,32696,60251,8944
1976,21,KY,Kentucky,3428000,113016,8987,104029,362,611,,3382,4632,31886,63683,8460
1977,21,KY,Kentucky,3458000,104201,8077,96124,349,659,,2806,4263,30162,57477,8485
1978,21,KY,Kentucky,3498000,105746,7807,97939,316,725,,2845,3921,30942,58231,8766
1979,21,KY,Kentucky,3527000,112296,8748,103548,335,719,,3247,4447,32082,62431,9035
1980,21,KY,Kentucky,3641479,125039,9711,115328,321,698,,3468,5224,37901,68296,9131
1981,21,KY,Kentucky,3661000,129289,10599,118690,308,766,,3687,5838,38893,71194,8603
1982,21,KY,Kentucky,3667000,130854,11550,119304,355,734,,3568,6893,37736,73020,8548
1983,21,KY,Kentucky,3714000,127569,11967,115602,364,817,,3236,7550,36286,71322,7994
1984,21,KY,Kentucky,3723000,110145,10342,99803,244,826,,2631,6641,29234,63860,6709
1985,21,KY,Kentucky,3726000,109812,11384,98428,256,806,,2821,7501,28739,62491,7198
1986,21,KY,Kentucky,3728000,115277,12467,102810,248,860,,3076,8283,30725,64882,7203
1987,21,KY,Kentucky,3727000,121873,12589,109284,280,781,,3361,8167,31571,70532,7181
1988,21,KY,Kentucky,3721000,116646,12284,104362,229,835,,2764,8456,30747,66711,6904
1989,21,KY,Kentucky,3727000,123630,13302,110328,293,917,,2836,9256,30526,71611,8191
1990,21,KY,Kentucky,3685296,121594,14386,107208,264,1068,,2545,10509,28264,71594,7350
1991,21,KY,Kentucky,3713000,124692,16262,108430,253,1315,,3084,11610,29576,70885,7969
1992,21,KY,Kentucky,3755000,124799,20107,104692,216,1209,,3273,15409,27378,69186,8128
1993,21,KY,Kentucky,3789000,123509,17530,105979,249,1301,,3425,12555,28041,69745,8193
1994,21,KY,Kentucky,3827000,127716,16991,110725,244,1350,,3595,11802,28718,73449,8558
1995,21,KY,Kentucky,3860000,129377,14079,115298,276,1231,,4001,8571,28389,76906,10003
1996,21,KY,Kentucky,3884000,122979,12448,110531,228,1230,,3643,7347,26736,73653,10142
1997,21,KY,Kentucky,3908000,122205,12386,109819,228,1304,,3546,7308,26638,73487,9694
1998,21,KY,Kentucky,3936000,122630,12909,109721,237,1107,,3468,8097,27998,71971,9752
1999,21,KY,Kentucky,3960825,116980,12212,104768,203,1148,,3104,7757,25180,70719,8869
2000,21,KY,Kentucky,4041769,119626,11903,107723,193,1091,,3256,7363,25308,73141,9274
2001,21,KY,Kentucky,4068816,117866,10510,107356,181,1051,,3269,6009,26964,71448,8944
2002,21,KY,Kentucky,4089822,119691,11101,108590,191,1087,,3131,6692,26891,72378,9321
2003,21,KY,Kentucky,4118189,113602,10232,103370,181,1124,,3224,5703,26034,69083,8253
2004,21,KY,Kentucky,4141835,115361,10152,105209,236,1238,,3268,5410,25902,70535,8772
2005,21,KY,Kentucky,4172608,116742,11134,105608,190,1421,,3690,5833,26458,70354,8796
2006,21,KY,Kentucky,4206074,120789,11361,109428,173,1312,,3850,6026,27867,72197,9364
2007,21,KY,Kentucky,4241474,120316,12329,107987,206,1365,,4068,6690,27820,71489,8678
2008,21,KY,Kentucky,4269245,127182,12690,114492,201,1457,,4080,6952,29556,77279,7657
2009,21,KY,Kentucky,4314113,119914,11000,108914,184,1531,,3642,5643,29880,72938,6096
2010,21,KY,Kentucky,4347223,121774,10604,111170,188,1438,,3748,5230,30443,74488,6239
2011,21,KY,Kentucky,4366814,129502,10465,119037,151,1499,,3705,5110,32750,79586,6701
2012,21,KY,Kentucky,4379730,122652,9852,112800,201,1312,,3547,4792,29877,76199,6724
2013,21,KY,Kentucky,4399583,113728,9280,104448,172,951,1646,3247,4215,26331,72048,6069
2014,21,KY,Kentucky,4412617,109404,9495,99909,164,1098,1556,3343,4432,23426,70108,6375
2015,21,KY,Kentucky,4424611,107432,9887,97545,219,1165,1644,3314,4710,22526,67143,7876
2016,21,KY,Kentucky,4436113,108165,10452,97713,265,1242,1748,3371,5068,20932,66833,9948
2017,21,KY,Kentucky,4453874,106191,10292,95899,265,,1817,2967,5243,20535,65006,10358
2018,21,KY,Kentucky,4461153,98954,9719,89235,250,,1875,2469,5125,17462,61313,10460
2019,21,KY,Kentucky,4472345,95259,9872,85387,229,,1673,2162,5808,15567,59535,10285
2020,21,KY,Kentucky,4477251,91273,11600,79673,323,,1371,2369,7537,15407,52769,11497
1960,22,LA,Louisiana,3257022,48699,4990,43709,270,279,,1484,2957,12615,24893,6201
1961,22,LA,Louisiana,3321000,41725,4508,37217,211,267,,1476,2554,11180,20404,5633
1962,22,LA,Louisiana,3330000,44357,4570,39787,225,226,,1298,2821,10891,22759,6137
1963,22,LA,Louisiana,3418000,53142,5798,47344,235,212,,1446,3905,13528,27046,6770
1964,22,LA,Louisiana,3468000,63146,7140,56006,287,384,,1849,4620,16730,31267,8009
1965,22,LA,Louisiana,3534000,62596,7178,55418,285,394,,1813,4686,15983,32277,7158
1966,22,LA,Louisiana,3603000,77758,8689,69069,355,597,,2407,5330,20845,38685,9539
1967,22,LA,Louisiana,3662000,87477,10071,77406,341,603,,3005,6122,24030,43075,10301
1968,22,LA,Louisiana,3732000,93573,11742,81831,354,613,,3369,7406,25303,45981,10547
1969,22,LA,Louisiana,3745000,103066,13492,89574,356,829,,3843,8464,26013,51421,12140
1970,22,LA,Louisiana,3643180,120805,15063,105742,426,841,,5131,8665,32426,59300,14016
1971,22,LA,Louisiana,3681000,127222,15208,112014,409,872,,4974,8953,33567,63661,14786
1972,22,LA,Louisiana,3720000,125830,15712,110118,491,855,,4963,9403,33597,63262,13259
1973,22,LA,Louisiana,3764000,128087,16020,112067,581,837,,5218,9384,36212,63625,12230
1974,22,LA,Louisiana,3764000,143649,17794,125855,604,949,,5885,10356,39362,73633,12860
1975,22,LA,Louisiana,3791000,156318,18137,138181,477,899,,5804,10957,42255,83093,12833
1976,22,LA,Louisiana,3841000,167508,18161,149347,506,1028,,4776,11851,43810,93991,11546
1977,22,LA,Louisiana,3921000,176362,20577,155785,609,1213,,5602,13153,45701,96843,13241
1978,22,LA,Louisiana,3966000,190062,23197,166865,625,1379,,6887,14306,50587,101937,14341
1979,22,LA,Louisiana,4026000,215743,27229,188514,682,1554,,8832,16161,56237,115856,16421
1980,22,LA,Louisiana,4199542,229032,27926,201106,661,1867,,8271,17127,63997,121298,15811
1981,22,LA,Louisiana,4305000,226773,27478,199295,673,1782,,8698,16325,61756,121955,15584
1982,22,LA,Louisiana,4362000,231674,29185,202489,698,1740,,9275,17472,62151,125701,14637
1983,22,LA,Louisiana,4438000,223080,28444,194636,629,1770,,8433,17612,57359,123492,13785
1984,22,LA,Louisiana,4462000,228029,30251,197778,575,1864,,8501,19311,54711,129348,13719
1985,22,LA,Louisiana,4481000,249303,31108,218195,487,1782,,8526,20313,59326,141739,17130
1986,22,LA,Louisiana,4501000,273572,34128,239444,575,1806,,10071,21676,65751,153818,19875
1987,22,LA,Louisiana,4461000,262006,30916,231090,496,1600,,7987,20833,64441,148247,18402
1988,22,LA,Louisiana,4420000,254624,31711,222913,512,1702,,9238,20259,63843,139141,19929
1989,22,LA,Louisiana,4382000,273492,34257,239235,653,1675,,10397,21532,64184,152209,22842
1990,22,LA,Louisiana,4219973,273736,37914,235822,724,1781,,11387,24022,60677,149752,25393
1991,22,LA,Louisiana,4252000,273170,40438,232732,720,1738,,11860,26120,60017,148334,24381
1992,22,LA,Louisiana,4287000,280647,42209,238438,747,1813,,11636,28013,58574,152938,26926
1993,22,LA,Louisiana,4295000,294061,45600,248461,874,1817,,12182,30727,58768,163334,26359
1994,22,LA,Louisiana,4315000,287857,42369,245488,856,1923,,11530,28060,55188,164081,26219
1995,22,LA,Louisiana,4342000,289873,43741,246132,740,1855,,11662,29484,53481,166667,25984
1996,22,LA,Louisiana,4351000,297556,40426,257130,762,1805,,12036,25823,56379,173271,27480
1997,22,LA,Louisiana,4352000,280671,37248,243423,682,1799,,10407,24360,53935,163114,26374
1998,22,LA,Louisiana,4369000,266435,34057,232378,560,1609,,8651,23237,51210,157507,23661
1999,22,LA,Louisiana,4372035,251252,32033,219219,468,1448,,7591,22526,47775,149749,21695
2000,22,LA,Louisiana,4468976,242344,30440,211904,560,1497,,7532,20851,46289,144345,21270
2001,22,LA,Louisiana,4470368,238371,30678,207693,501,1403,,7864,20910,46451,139555,21687
2002,22,LA,Louisiana,4476192,228528,29690,198838,593,1529,,7123,20445,45350,133302,20186
2003,22,LA,Louisiana,4493665,222320,28622,193698,584,1601,,7008,19429,44572,129471,19655
2004,22,LA,Louisiana,4506685,227997,28844,199153,574,1616,,6564,20090,45359,134080,19714
2005,22,LA,Louisiana,4507331,193500,26889,166611,450,1421,,5337,19681,39382,112840,14389
2006,22,LA,Louisiana,4287768,205898,30923,174975,555,1587,,5928,22853,46703,112605,15667
2007,22,LA,Louisiana,4293204,212305,31789,180516,625,1427,,6316,23421,46932,118291,15293
2008,22,LA,Louisiana,4410796,200792,29613,171179,544,1250,,6241,21578,45524,112091,13564
2009,22,LA,Louisiana,4492076,201497,28878,172619,529,1351,,6150,20848,46928,114102,11589
2010,22,LA,Louisiana,4545343,190908,25241,165667,500,1230,,5297,18214,45437,110260,9970
2011,22,LA,Louisiana,4574766,193902,25373,168529,506,1262,,5235,18370,46242,113174,9113
2012,22,LA,Louisiana,4602134,185512,22839,162673,489,1155,,5458,15737,42037,112764,7872
2013,22,LA,Louisiana,4629284,189806,24127,165679,494,1248,1763,5539,16331,41214,115300,9165
2014,22,LA,Louisiana,4648990,185175,23983,161192,476,981,1382,5725,16400,38541,113251,9400
2015,22,LA,Louisiana,4668960,182910,25202,157708,492,1246,1733,5561,17416,35457,112520,9731
2016,22,LA,Louisiana,4686157,180988,26477,154511,555,1329,1819,5575,18528,34689,109492,10330
2017,22,LA,Louisiana,4670818,183258,25986,157272,576,,1850,5385,18175,34135,112042,11095
2018,22,LA,Louisiana,4659690,178310,25314,152996,533,,2105,4600,18076,31291,110066,11639
2019,22,LA,Louisiana,4658285,174501,26072,148429,547,,2282,4129,19114,27440,110123,10866
2020,22,LA,Louisiana,4645318,163693,29704,133989,734,,2136,3747,23087,23698,97891,12400
1960,23,ME,Maine,969265,11517,289,11228,16,48,,77,148,2702,7334,1192
1961,23,ME,Maine,992000,11059,334,10725,16,58,,87,173,2969,7002,754
1962,23,ME,Maine,999000,11899,277,11622,14,28,,78,157,3073,7653,896
1963,23,ME,Maine,982000,11522,306,11216,19,36,,64,187,2972,7246,998
1964,23,ME,Maine,989000,13867,506,13361,15,77,,75,339,3688,8573,1100
1965,23,ME,Maine,993000,14062,437,13625,21,43,,40,333,4021,8671,933
1966,23,ME,Maine,983000,14029,486,13543,22,48,,58,358,3578,8917,1048
1967,23,ME,Maine,973000,15791,621,15170,4,58,,94,465,4452,9637,1081
1968,23,ME,Maine,979000,16468,633,15835,29,66,,86,452,5029,9497,1309
1969,23,ME,Maine,978000,18985,733,18252,16,58,,111,548,5672,11176,1404
1970,23,ME,Maine,993663,20469,887,19582,15,70,,125,677,6345,11721,1516
1971,23,ME,Maine,1003000,23232,903,22329,20,74,,144,665,7529,13318,1482
1972,23,ME,Maine,1029000,26657,1143,25514,55,80,,217,791,8155,15688,1671
1973,23,ME,Maine,1028000,29220,1258,27962,22,80,,213,943,10007,16107,1848
1974,23,ME,Maine,1047000,37694,1440,36254,30,91,,292,1027,13809,20375,2070
1975,23,ME,Maine,1059000,41932,2324,39608,30,110,,386,1798,14418,22958,2232
1976,23,ME,Maine,1070000,43703,2354,41349,29,106,,406,1813,14051,25011,2287
1977,23,ME,Maine,1085000,44218,2438,41780,26,147,,420,1845,13596,25505,2679
1978,23,ME,Maine,1091000,45151,2266,42885,30,121,,359,1756,13542,26579,2764
1979,23,ME,Maine,1097000,47251,2221,45030,31,131,,349,1710,12592,29828,2610
1980,23,ME,Maine,1123670,49077,2173,46904,32,145,,346,1650,13291,31151,2462
1981,23,ME,Maine,1132000,48034,2214,45820,36,145,,368,1665,14081,29545,2194
1982,23,ME,Maine,1133000,43731,1847,41884,24,152,,345,1326,11862,27863,2159
1983,23,ME,Maine,1146000,42186,1829,40357,24,193,,311,1301,11415,27022,1920
1984,23,ME,Maine,1156000,40776,1832,38944,20,155,,305,1352,10267,26811,1866
1985,23,ME,Maine,1164000,42739,1950,40789,28,167,,284,1471,10607,28260,1922
1986,23,ME,Maine,1174000,40635,1726,38909,23,174,,328,1201,9433,27548,1928
1987,23,ME,Maine,1187000,41928,1806,40122,30,186,,304,1286,9148,28916,2058
1988,23,ME,Maine,1206000,43147,1898,41249,37,224,,311,1326,9852,28928,2469
1989,23,ME,Maine,1222000,43792,1676,42116,39,229,,293,1115,9810,30067,2239
1990,23,ME,Maine,1227928,45406,1759,43647,30,242,,308,1179,10106,31372,2169
1991,23,ME,Maine,1235000,46531,1631,44900,15,270,,280,1066,11146,31737,2017
1992,23,ME,Maine,1235000,43516,1616,41900,21,294,,288,1013,10156,29966,1778
1993,23,ME,Maine,1239000,39077,1558,37519,20,329,,264,945,8909,26945,1665
1994,23,ME,Maine,1240000,40582,1611,38971,28,318,,278,987,8938,28257,1776
1995,23,ME,Maine,1241000,40763,1631,39132,25,265,,334,1007,9015,28444,1673
1996,23,ME,Maine,1243000,42189,1553,40636,25,260,,292,976,9303,29557,1776
1997,23,ME,Maine,1242000,38896,1500,37396,25,254,,257,964,8241,27513,1642
1998,23,ME,Maine,1244000,37827,1566,36261,26,225,,263,1052,8295,26457,1509
1999,23,ME,Maine,1253040,36022,1404,34618,25,239,,243,897,7532,25392,1694
2000,23,ME,Maine,1274923,33400,1397,32003,15,320,,247,815,6775,23906,1322
2001,23,ME,Maine,1284470,34589,1435,33154,19,326,,264,826,6898,24585,1671
2002,23,ME,Maine,1294894,34381,1396,32985,14,377,,270,735,6965,24591,1429
2003,23,ME,Maine,1309205,33500,1422,32078,16,354,,289,763,6579,24043,1456
2004,23,ME,Maine,1314985,33104,1364,31740,18,315,,289,742,6341,24096,1303
2005,23,ME,Maine,1318220,33372,1483,31889,19,326,,323,815,6323,24218,1348
2006,23,ME,Maine,1321574,35191,1533,33658,23,341,,383,786,6846,25465,1347
2007,23,ME,Maine,1317207,33814,1565,32249,20,392,,349,804,6745,24228,1276
2008,23,ME,Maine,1316456,34005,1572,32433,31,379,,333,829,6559,24695,1179
2009,23,ME,Maine,1318301,33286,1580,31706,26,375,,399,780,6729,23955,1022
2010,23,ME,Maine,1327379,34521,1621,32900,24,389,,412,796,7364,24547,989
2011,23,ME,Maine,1328544,35467,1638,33829,26,394,,370,848,7865,24886,1078
2012,23,ME,Maine,1328501,35024,1626,33398,26,372,,420,808,7476,24931,991
2013,23,ME,Maine,1328702,32215,1761,30454,24,366,495,335,907,6480,23063,911
2014,23,ME,Maine,1330256,28125,1698,26427,21,346,484,304,889,5035,20591,801
2015,23,ME,Maine,1329453,26087,1726,24361,23,337,461,311,931,4694,18853,814
2016,23,ME,Maine,1330232,23557,1649,21908,20,301,413,268,948,4001,17131,776
2017,23,ME,Maine,1335063,21752,1610,20142,23,,470,249,868,3337,16012,793
2018,23,ME,Maine,1339057,19701,1500,18201,23,,447,228,802,2712,14712,777
2019,23,ME,Maine,1345770,18353,1562,16791,22,,520,192,828,2360,13705,726
2020,23,ME,Maine,1350141,17076,1466,15610,22,,486,170,788,2009,12739,862
1960,24,MD,Maryland,3100689,51783,4691,47092,168,224,,1158,3141,11360,30024,5708
1961,24,MD,Maryland,3188000,57065,4959,52106,143,262,,1330,3224,12348,33461,6297
1962,24,MD,Maryland,3191000,60325,4915,55410,183,279,,1340,3113,12886,36298,6226
1963,24,MD,Maryland,3289000,70452,5283,65169,207,308,,1721,3047,15968,41387,7814
1964,24,MD,Maryland,3432000,81919,7446,74473,229,346,,2041,4830,18735,46471,9267
1965,24,MD,Maryland,3519000,97104,10032,87072,236,489,,2919,6388,22474,53831,10767
1966,24,MD,Maryland,3613000,114302,11236,103066,254,554,,4470,5958,27254,60270,15542
1967,24,MD,Maryland,3682000,143980,17458,126522,293,720,,7809,8636,37366,71147,18009
1968,24,MD,Maryland,3757000,172061,23405,148656,350,978,,10355,11722,48886,77041,22729
1969,24,MD,Maryland,3765000,172186,24295,147891,350,1125,,11086,11734,41970,83610,22311
1970,24,MD,Maryland,3922399,182040,24512,157528,362,936,,13280,9934,41234,94816,21478
1971,24,MD,Maryland,4000000,191967,24857,167110,449,997,,13015,10396,44900,101138,21072
1972,24,MD,Maryland,4056000,187740,26412,161328,509,1053,,13144,11706,45090,94571,21667
1973,24,MD,Maryland,4070000,195010,26093,168917,460,1131,,12274,12228,46584,100036,22297
1974,24,MD,Maryland,4094000,231316,29439,201877,481,1219,,14765,12974,57433,120562,23882
1975,24,MD,Maryland,4098000,242089,29087,213002,437,1289,,14107,13254,57912,133908,21182
1976,24,MD,Maryland,4144000,234732,26249,208483,352,1327,,12247,12323,56356,134355,17772
1977,24,MD,Maryland,4139000,235922,28716,207206,333,1439,,12088,14856,57946,131526,17734
1978,24,MD,Maryland,4143000,240858,30328,210530,338,1476,,12828,15686,58907,134024,17599
1979,24,MD,Maryland,4149000,261166,33007,228159,406,1636,,13740,17225,62630,145297,20232
1980,24,MD,Maryland,4192211,277949,35735,242214,399,1681,,16461,17194,71183,152144,18887
1981,24,MD,Maryland,4261000,279425,37800,241625,421,1654,,18085,17640,70740,152405,18480
1982,24,MD,Maryland,4265000,256428,36254,220174,432,1596,,15377,18849,60547,142903,16724
1983,24,MD,Maryland,4304000,230564,34736,195828,367,1412,,14950,18007,52697,127443,15688
1984,24,MD,Maryland,4349000,226780,34455,192325,354,1640,,13097,19364,51484,123567,17274
1985,24,MD,Maryland,4392000,235973,36655,199318,348,1700,,13272,21335,52995,126077,20246
1986,24,MD,Maryland,4463000,250008,37177,212831,401,1944,,13569,21263,55593,132904,24334
1987,24,MD,Maryland,4535000,248409,34820,213589,436,1795,,13164,19425,52718,134485,26386
1988,24,MD,Maryland,4644000,264923,37466,227457,449,1721,,13994,21302,54735,141509,31213
1989,24,MD,Maryland,4694000,261107,40152,220955,544,1783,,15589,22236,52735,137043,31177
1990,24,MD,Maryland,4781468,278782,43940,234842,552,2185,,17394,23809,53549,147407,33886
1991,24,MD,Maryland,4860000,301768,46469,255299,569,2229,,19783,23888,56258,163524,35517
1992,24,MD,Maryland,4908000,305503,49085,256418,596,2278,,21054,25157,55520,165244,35654
1993,24,MD,Maryland,4965000,303187,49540,253647,632,2185,,21582,25141,56246,163471,33930
1994,24,MD,Maryland,5006000,306496,47457,259039,579,2035,,20147,24696,52234,168608,38197
1995,24,MD,Maryland,5042000,317382,49757,267625,596,2130,,21334,25697,53320,178126,36179
1996,24,MD,Maryland,5072000,307461,47230,260231,588,1905,,19944,24793,50331,173817,36083
1997,24,MD,Maryland,5094000,287969,43127,244842,502,1814,,17157,23654,47918,166256,30668
1998,24,MD,Maryland,5135000,275527,40903,234624,513,1714,,15339,23337,47393,159019,28212
1999,24,MD,Maryland,5171634,254420,38447,215973,465,1551,,13636,22795,43230,147296,25447
2000,24,MD,Maryland,5296486,255085,41663,213422,430,1543,,13560,26130,39426,145423,28573
2001,24,MD,Maryland,5386079,261600,42088,219512,446,1449,,13525,26668,41553,145934,32025
2002,24,MD,Maryland,5450525,259120,42015,217105,513,1370,,13417,26715,39765,143320,34020
2003,24,MD,Maryland,5512310,248196,38778,209418,525,1358,,13302,23593,38641,134372,36405
2004,24,MD,Maryland,5561332,241435,38961,202474,521,1317,,12772,24351,36704,129888,35882
2005,24,MD,Maryland,5589599,237852,39369,198483,552,1266,,14378,23173,35922,128491,34070
2006,24,MD,Maryland,5615727,233595,38111,195484,546,1178,,14376,22011,37459,127502,30523
2007,24,MD,Maryland,5618344,228859,36063,192796,554,1179,,13258,21072,37095,127308,28393
2008,24,MD,Maryland,5633597,233558,35393,198165,493,1127,,13203,20570,38849,133983,25333
2009,24,MD,Maryland,5699478,215920,33625,182295,440,1156,,12007,20022,36905,125771,19619
2010,24,MD,Maryland,5785681,204916,31607,173309,426,1228,,11054,18899,36704,118578,18027
2011,24,MD,Maryland,5839572,195663,28817,166846,399,1200,,10342,16876,35823,114951,16072
2012,24,MD,Maryland,5884868,190395,28086,162309,373,1237,,10173,16303,33803,113550,14956
2013,24,MD,Maryland,5938737,186153,28235,157918,384,1179,1679,10048,16124,31950,112551,13417
2014,24,MD,Maryland,5975346,177157,26767,150390,362,1144,1632,9565,15208,28134,109140,13116
2015,24,MD,Maryland,5994983,170732,28185,142547,538,1209,1717,10111,15819,26432,102701,13414
2016,24,MD,Maryland,6024752,168735,29019,139716,536,1317,1827,10815,15841,24832,100995,13889
2017,24,MD,Maryland,6024891,165026,30321,134705,558,,1712,11189,16862,23526,97657,13522
2018,24,MD,Maryland,6035802,151275,28330,122945,491,,1991,9716,16132,18910,91887,12148
2019,24,MD,Maryland,6054954,145602,27511,118091,545,,1944,9215,15807,16872,89938,11281
2020,24,MD,Maryland,6055802,121702,24215,97487,553,,1732,7174,14756,15261,71757,10469
1960,25,MA,Massachusetts,5148578,62767,2512,60255,74,249,,1052,1137,15918,33469,10868
1961,25,MA,Massachusetts,5234000,76560,2777,73783,77,291,,1066,1343,19683,39885,14215
1962,25,MA,Massachusetts,5161000,84107,3207,80900,95,256,,1331,1525,21181,44051,15668
1963,25,MA,Massachusetts,5218000,90056,3454,86602,101,236,,1409,1708,23121,44382,19099
1964,25,MA,Massachusetts,5338000,106099,4559,101540,105,320,,1636,2498,28278,49129,24133
1965,25,MA,Massachusetts,5348000,113455,5270,108185,129,290,,2139,2712,29655,49997,28533
1966,25,MA,Massachusetts,5383000,122477,6201,116276,128,344,,2474,3255,33326,53244,29706
1967,25,MA,Massachusetts,5421000,134557,6919,127638,154,411,,2818,3536,36621,54837,36180
1968,25,MA,Massachusetts,5437000,166802,8916,157886,188,518,,4039,4171,47210,66823,43853
1969,25,MA,Massachusetts,5467000,190173,10272,179901,191,592,,4955,4534,56450,76501,46950
1970,25,MA,Massachusetts,5689170,213134,11542,201592,197,684,,5658,5003,64523,87114,49955
1971,25,MA,Massachusetts,5758000,250332,15317,235015,220,715,,8069,6313,77145,101161,56709
